sfreq,ch_a,ch_b,corr
512.0,EEG Cp6,EEG F10,0.9911740754689011
512.0,EEG Cp6,EEG P9,0.9911340027745406
512.0,EEG Cp6,EEG P10,0.9918562551148363
512.0,EEG Cp6,61,0.9904906225006064
512.0,EEG Cp6,62,0.9915597370197676
512.0,EEG Cp6,63,0.9916669063060333
512.0,EEG Cp6,64,0.9906043511961901
512.0,EEG F10,EEG P9,0.9908409377130766
512.0,EEG F10,EEG P10,0.9922201457844418
512.0,EEG F10,61,0.991425982614849
512.0,EEG F10,62,0.9915434299123926
512.0,EEG F10,63,0.9918242120249715
512.0,EEG F10,64,0.9901753064516239
512.0,EEG P9,EEG P10,0.9918731291959373
512.0,EEG P9,61,0.9906338301916101
512.0,EEG P9,62,0.9913143724743654
512.0,EEG P9,63,0.9910515743794599
512.0,EEG P9,64,0.991099093834689
512.0,EEG P10,61,0.9920179256363089
512.0,EEG P10,62,0.9921520329701295
512.0,EEG P10,63,0.9930150709000835
512.0,EEG P10,64,0.9913237326906021
512.0,61,62,0.9912654375816725
512.0,61,63,0.9923272220636182
512.0,61,64,0.9900379753391959
512.0,62,63,0.9919978484144774
512.0,62,64,0.9908813763059245
512.0,63,64,0.9905920699071133
