channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Cp1,4.203589402058019e-06,2.2449978185087538e-05,-0.000311875,0.00029012499999999996,0.0006019999999999999,4.875e-06,-8.95e-05,-2.3e-05,-3.5e-06,1.3875e-05,3.3875e-05,5.6875e-05,1.7375e-05,8.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.008927135086196577,False,False,False
EEG Cp5,4.676526064503393e-06,3.126059926389033e-05,-0.000345875,0.001688625,0.0020345,5.125e-06,-9.7625e-05,-2.7125e-05,-4.5e-06,1.5374999999999998e-05,3.8375e-05,6.525e-05,1.9875e-05,9.999999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.007751004504369687,False,False,False
EEG F9,2.161106828899422e-06,3.583590612919359e-05,-0.000388375,0.0007223749999999999,0.00111075,1.75e-06,-0.00012362499999999998,-4.125e-05,-9.375e-06,1.4e-05,4.825e-05,0.00010949999999999999,2.3375e-05,1.1625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.013071884727044175,False,False,False
EEG Fz,5.485361061566577e-06,1.3480162513722085e-05,-0.000179125,0.00033224999999999997,0.000511375,5.875e-06,-4.65e-05,-1.225e-05,5e-07,1.15e-05,2.3874999999999998e-05,3.825e-05,1.1e-05,5.5e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.006447440290913444,False,False,False
EEG Cz,3.1357938624221838e-06,2.0098884968925733e-05,-0.00029325,0.0003295,0.00062275,3.7499999999999997e-06,-8.1375e-05,-2.1125e-05,-4e-06,1.2e-05,2.9749999999999998e-05,4.95e-05,1.6e-05,8e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00823431701185203,False,False,False
EEG Pz,2.688350297984257e-06,2.1810852418002462e-05,-0.00033387499999999997,0.00029587499999999997,0.0006297499999999999,2.3749999999999997e-06,-8.4125e-05,-2.35e-05,-4.375e-06,1.15e-05,3.225e-05,5.575e-05,1.5875e-05,8e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.009185509697114808,False,False,False
EEG F4,4.307907099011956e-06,1.9144690368910247e-05,-0.00038162499999999997,0.0005744999999999999,0.0009561249999999999,4.625e-06,-6.275e-05,-2.225e-05,-3.375e-06,1.2875e-05,3.1874999999999996e-05,5.4625e-05,1.625e-05,8.125000000000001e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0040236292350053875,False,False,False
EEG C4,2.757360198291408e-06,2.166473311990562e-05,-0.000301875,0.00029775,0.000599625,3.375e-06,-8.387499999999999e-05,-2.5375e-05,-5.125e-06,1.2375e-05,3.2375e-05,5.4625e-05,1.75e-05,8.75e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.006918126346821501,False,False,False
EEG P4,3.5398729019046295e-06,2.4062092889896666e-05,-0.00034849999999999996,0.00033325,0.00068175,4.25e-06,-9.324999999999999e-05,-2.675e-05,-5.125e-06,1.4125e-05,3.6e-05,5.9999999999999995e-05,1.925e-05,9.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00742786087333892,False,False,False
EEG O2,3.987909325008602e-06,2.582542438123251e-05,-0.00036362499999999996,0.000420625,0.00078425,4.5e-06,-9.6e-05,-2.9999999999999997e-05,-5.75e-06,1.5374999999999998e-05,4.0499999999999995e-05,6.7875e-05,2.1125e-05,1.0625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.005947058691488088,False,False,False
EEG F8,4.949019854159812e-06,2.5893616255566147e-05,-0.0007375,0.000589,0.0013265,5.125e-06,-7.7e-05,-2.9e-05,-4.25e-06,1.4374999999999999e-05,3.7375e-05,8.15e-05,1.8625e-05,9.375000000000001e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00871879863522088,False,False,False
EEG T4,6.503319646103946e-06,2.5135563244020064e-05,-0.00047325,0.00028375,0.000757,7.1249999999999995e-06,-8.387499999999999e-05,-2.9e-05,-3.625e-06,1.825e-05,4.2125e-05,7.075e-05,2.1875e-05,1.0875e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0037764781365976297,False,False,False
EEG T6,6.305741136464815e-06,2.5388020470213718e-05,-0.000356625,0.00029262499999999997,0.00064925,6.874999999999999e-06,-9.324999999999999e-05,-2.6625e-05,-3.25e-06,1.7624999999999998e-05,4.1875e-05,6.85e-05,2.0875e-05,1.05e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006077999670776967,False,False,False
EEG Fc2,6.6575710717238475e-06,1.8437386126751503e-05,-0.0002545,0.000328875,0.000583375,7.25e-06,-7e-05,-1.6374999999999998e-05,3.75e-07,1.4625e-05,3.1e-05,4.9625e-05,1.4249999999999999e-05,7.124999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.008729554501376751,False,False,False
EEG Fc6,5.7124156716711045e-06,2.4219009202217062e-05,-0.000560125,0.000500125,0.00106025,6.125e-06,-8.0875e-05,-2.8499999999999998e-05,-3.7499999999999997e-06,1.6374999999999998e-05,4.075e-05,6.9e-05,2.0124999999999998e-05,9.999999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.004555576963366455,False,False,False
EEG Cp2,3.9501166017729405e-06,2.1894655748747865e-05,-0.00030875,0.000282625,0.000591375,4.625e-06,-8.6375e-05,-2.3e-05,-3.875e-06,1.3624999999999999e-05,3.2999999999999996e-05,5.4999999999999995e-05,1.75e-05,8.75e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.008011717347060935,False,False,False
EEG Cp6,6.004514804046828e-06,2.3876632492089204e-05,-0.00033674999999999997,0.000282875,0.000619625,6.625e-06,-8.875e-05,-2.4999999999999998e-05,-2.75e-06,1.6499999999999998e-05,3.9124999999999996e-05,6.4125e-05,1.9249999999999997e-05,9.624999999999998e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.006856163204836585,False,False,False
EEG F10,1.6335867469958392e-06,3.529605411980927e-05,-0.00040412499999999997,0.00077175,0.0011758749999999998,1.5e-06,-0.00011162499999999999,-4.3874999999999996e-05,-1.0375e-05,1.3375e-05,4.8375e-05,0.000108,2.375e-05,1.1875e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.010195859646234885,False,False,False
EKG EKG,0.013833878111594554,0.0015008860709437757,0.006496525325398682,0.020816276041809762,0.014319750716411079,0.014060525703822426,0.009988775500114485,0.010629275532158429,0.013313275666437823,0.014868775744258834,0.015738025787747047,0.016881775844968378,0.0015555000778210114,0.0007777500389105074,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True
SPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8352.998046875,1.0,8352.998046875,0.0,0.0,True,False,False
HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8352.998046875,1.0,8352.998046875,0.0,0.0,True,False,False
1,7.368959850456046e-06,0.00014447348323406092,-0.004085125,0.002189,0.006274125,8.625e-06,-0.0004695,-0.00018837499999999998,-4.5625e-05,6.4625e-05,0.000207625,0.000374875,0.00011025,5.512499999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0023667582006464743,False,True,False
2,7.450976428051675e-06,9.551715374990442e-05,-0.004096,0.004082875,0.008178874999999999,5.875e-06,-0.000182375,-7.437499999999999e-05,-1.275e-05,2.65e-05,9.0125e-05,0.00019812499999999998,3.925e-05,1.95e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.013624408895007782,False,False,False
EEG FP2,3.3319519547149996e-06,5.9921921052831726e-05,-0.000694125,0.003604,0.004298125,2.4999999999999998e-06,-6.345625000000018e-05,-2.5875e-05,-5.6249999999999995e-06,9.875e-06,2.8125e-05,6.9125e-05,1.5499999999999997e-05,7.749999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.012398473976415659,False,False,False
EEG P9,5.979115410677672e-06,6.109499560868197e-05,-0.00377575,0.0038385,0.0076142499999999995,6.75e-06,-0.00015712499999999998,-5.7875e-05,-1.4874999999999999e-05,2.8499999999999998e-05,6.7e-05,0.00015099999999999998,4.3375e-05,2.1624999999999997e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.007771580943972225,False,False,False
EEG P10,4.528073015262107e-06,6.459477301866347e-05,-0.004096,0.0037465,0.007842499999999999,5.125e-06,-0.00016487499999999998,-6.599999999999999e-05,-1.9625e-05,3.025e-05,7.2875e-05,0.000155375,4.9875e-05,2.4874999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006171528941697594,False,False,False
B,0.006594515730865922,1.6835174753247708e-05,0.0060542753032731015,0.006862525343709509,0.0008082500404364076,0.00660327533073934,0.006542275327687536,0.006557525328450488,0.00658802532997639,0.00660327533073934,0.006618525331502292,0.006618525331502292,1.5250000762950106e-05,1.5250000762950106e-05,0,0,0.0,0.0,0.0,0.0,0.0,3.974994014126661e-06,False,False,False
C,0.0029857808213141494,1.560445510512904e-05,0.002577275129320251,0.003187275159838295,0.0006100000305180441,0.0029890251499199313,0.0029432751476310775,0.0029585251483940284,0.0029737751491569803,0.0029890251499199313,0.0030042751506828822,0.0030042751506828822,1.5250000762950973e-05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
D,0.005388493470304479,1.639561437142139e-05,0.004071775204089459,0.0060237753017472,0.001952000097657741,0.005383275269703253,0.0053375252674144,0.005352775268177351,0.005383275269703253,0.0053985252704662045,0.0054137752712291555,0.0054137752712291555,1.525000076295184e-05,1.525000076295184e-05,0,0,0.0,0.0,0.0,0.0,0.0,1.3327921106189392e-05,False,False,False
PLET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8352.998046875,1.0,8352.998046875,0.0,0.0,True,False,False
61,3.5231700062851653e-06,6.7990206804757e-05,-0.004096,0.00399025,0.00808625,4.1249999999999995e-06,-0.000171375,-7.35e-05,-2.325e-05,3.1874999999999996e-05,7.85e-05,0.0001595,5.5125e-05,2.7624999999999997e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.005203968634023704,False,False,False
62,3.84269534055878e-06,6.615746239955029e-05,-0.004096,0.003799125,0.007895125,4.5e-06,-0.000168625,-6.874999999999999e-05,-2.0875e-05,3.0124999999999997e-05,7.4125e-05,0.00015774999999999999,5.099999999999999e-05,2.55e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0061341172333293425,False,False,False
63,4.810718092021581e-06,6.949316900314123e-05,-0.004096,0.004051875,0.008147874999999999,5.374999999999999e-06,-0.0001725,-7.5125e-05,-2.325e-05,3.425e-05,8.274999999999999e-05,0.000163375,5.75e-05,2.8749999999999997e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.004891580869148809,False,False,False
64,4.1523419670982706e-06,6.817649835461466e-05,-0.004096,0.0039109999999999995,0.008007,4.749999999999999e-06,-0.0001715,-7.2625e-05,-2.225e-05,3.2e-05,7.8625e-05,0.0001615,5.425e-05,2.7125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.005565225442954627,False,False,False
MK,8.000000000000095e-06,9.486769009248164e-20,8e-06,8e-06,0.0,8e-06,8e-06,8e-06,8e-06,8e-06,8e-06,8e-06,0.0,0.0,0,0,0.0,8352.998046875,1.0,8352.998046875,0.0,0.0,False,False,False
