sfreq,ch_a,ch_b,corr
512.0,EEG C4,EEG Cp6,0.9843498413283139
512.0,EEG P4,EEG O2,0.9588572244888817
512.0,EEG P4,EEG T6,0.9769882172967045
512.0,EEG P4,EEG Fc2,0.9534720825041342
512.0,EEG P4,EEG Cp2,0.9905590992963292
512.0,EEG P4,EEG Cp6,0.9815441482759802
512.0,EEG O2,EEG T6,0.9758585689135207
512.0,EEG O2,EEG Cp2,0.9463402049000087
512.0,EEG O2,EEG Cp6,0.9390924509961964
512.0,EEG F8,EEG F10,0.9086470192710282
512.0,EEG T4,EEG Fc6,0.9171676489909508
512.0,EEG T6,EEG Fc2,0.9215311300039339
512.0,EEG T6,EEG Cp2,0.9611056370177139
512.0,EEG T6,EEG Cp6,0.9781253083401699
512.0,EEG Fc2,EEG Cp2,0.9689105582893348
512.0,EEG Fc2,EEG Cp6,0.9532952407459303
512.0,EEG Fc6,EEG Cp6,0.9206972962918226
512.0,EEG Cp2,EEG Cp6,0.9728142310992862
512.0,EEG P9,EEG P10,0.9829054436168186
512.0,EEG P9,61,0.9764247174563291
512.0,EEG P9,62,0.9800493375461145
512.0,EEG P9,63,0.9737343188962949
512.0,EEG P9,64,0.9766378247757221
512.0,EEG P10,61,0.9855239873651541
512.0,EEG P10,62,0.9859288266113312
512.0,EEG P10,63,0.9861604538773323
512.0,EEG P10,64,0.985465412970973
512.0,61,62,0.9850399725815838
512.0,61,63,0.9884783512876871
512.0,61,64,0.9853113121163584
512.0,62,63,0.985592913560521
512.0,62,64,0.9850257895627402
512.0,63,64,0.9863317886118019
