channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Cp1,1.847494703406924e-10,1.1334629152875286e-10,0.6135134856935366,1.9208890828398904e-11,0.1039726435641532,9.275123083603611e-12,0.05020378714212042,5.3019075908596734e-12,0.028697822954959182,3.6876132942904347e-13,0.001996007505456004,0.23900680568492239,0.005074666496539118,0.001981585988570502,4.742445687560375e-05
EEG Cp5,3.363530470744778e-10,2.160871739453094e-10,0.6424415530787856,3.8579038397007175e-11,0.1146980493637827,1.6629023884095624e-11,0.04943919500278379,8.996610086693671e-12,0.0267475206927487,6.632607681591757e-13,0.001971918417056325,0.21040739659759902,0.003947804639837765,0.0007196833230223817,5.3201149706958575e-05
EEG F9,5.466149214485388e-10,3.6201999339646994e-10,0.662294385299821,6.424205516263668e-11,0.11752707919570536,2.08955319766224e-11,0.03822715252860073,1.1905786731782512e-11,0.021780939862073242,9.25418750034242e-13,0.0016929994292542666,0.2068709711155161,0.004138761204851274,0.000991665526648782,6.736123500233107e-05
EEG Fz,9.008928501171305e-11,5.385994054743842e-11,0.5978506826914628,7.336510800962224e-12,0.08143599763288564,2.2395925360223024e-12,0.02485969930531827,1.3727633143696449e-12,0.01523780896020169,1.2451816403104748e-13,0.0013821639722732635,0.31290672464018526,0.0028521911758206467,0.00039503394528018934,4.569975582544835e-05
EEG Cz,9.187784170902242e-11,4.4503463161552675e-11,0.4843764539277638,7.056866030608021e-12,0.07680705052864814,2.9612353404103386e-12,0.03223013607338084,2.2389147254174056e-12,0.024368386150254374,3.011299532804356e-13,0.0032775035599346756,0.22381821522841466,0.16075165144398185,0.1538817514724768,0.000166255805944338
EEG Pz,3.983042572627476e-10,2.501446283578692e-10,0.6280239886887712,3.964321208661261e-11,0.0995299732898947,1.9400515324665475e-11,0.0487077779634869,1.029747051251176e-11,0.02585327755037997,7.472012974331022e-13,0.0018759560908740156,0.24908327862260307,0.003265792065899007,0.00040010927793087726,4.15516861139778e-05
EEG F4,1.855466671291071e-10,1.0858847128848182e-10,0.5852353640657085,1.9234821265871994e-11,0.10366567917109511,6.815019273446172e-12,0.03672940818012185,4.1598775746198585e-12,0.02241957583493177,4.0492071638602496e-13,0.0021823119900303734,0.26881480521717027,0.006054352539204602,0.002239590958380226,7.215109876329345e-05
EEG C4,1.3475747690649831e-10,8.446261159390548e-11,0.6267749555188689,1.526936280280323e-11,0.11330994875629723,7.57343448692228e-12,0.05620047704052162,3.944074535038904e-12,0.02926794583558066,3.728516880601312e-13,0.0027668348845595776,0.19586511360565032,0.005252507513931747,0.00045673378675834117,9.688794962692681e-05
EEG P4,4.466997906911325e-10,2.576949766586499e-10,0.5768862713366063,4.0786835549336794e-11,0.09130703975981616,2.016426251646732e-11,0.04514052376265777,9.964479173956347e-12,0.022306881224500544,8.762000071259217e-13,0.001961496345835013,0.20225831700281358,0.09586171960595176,0.09262878036512115,5.57848878386466e-05
EEG O2,6.655407274277698e-10,4.3900427017817887e-10,0.659620444078418,7.356256763780777e-11,0.11053052744362879,2.792819477397081e-11,0.04196316412056363,1.4008580062987157e-11,0.021048418955709195,1.1026579821027016e-12,0.0016567851322402676,0.22144393248849384,0.0028451564322576413,0.0002474925093246757,3.918041419660546e-05
EEG F8,4.5035356623113567e-10,2.6829085140802433e-10,0.5957338223237895,4.6514505735588796e-11,0.10328441745194504,1.539302901457703e-11,0.03417987592148175,8.84863049945342e-12,0.01964818569886049,7.498240667189756e-13,0.0016649675342731542,0.26349777490768356,0.008178579404944236,0.004946139682217621,7.331284970699795e-05
EEG T4,4.4749100963248487e-10,2.8581414315397785e-10,0.6387036543789139,4.850610422101613e-11,0.10839570667766754,1.8525110238915026e-11,0.0413977260775123,9.757920986915146e-12,0.021805848110622656,1.1496754856734148e-12,0.0025691588454874645,0.22630458950441193,0.005696223672177863,0.0003530277925399758,0.00013192674155986395
EEG T6,6.913716422502299e-10,4.483856203834913e-10,0.6485449980622808,6.72966401015995e-11,0.0973378657570723,2.6568095574652176e-11,0.038428095616100374,1.1699362493063734e-11,0.01692195886858396,9.843097333685262e-13,0.0014237056789961201,0.25617999966271043,0.0030841173327085256,0.0008007880054618114,3.643360707516744e-05
EEG Fc2,2.9753072777778275e-11,1.551551867446598e-11,0.5214761779514109,3.455428101097219e-12,0.11613684834858402,1.5786156890556035e-12,0.053057232133503426,1.0491465782876587e-12,0.03526178913094437,1.4224414656713973e-13,0.00478082205591141,0.2080484348513154,0.05419595225311688,0.044516735788156715,0.00020726878996564458
EEG Fc6,2.6294674934983553e-10,1.5512424812653413e-10,0.5899454870999384,2.863432490268776e-11,0.1088978090563555,1.0695310355022136e-11,0.04067481488730116,6.326934442441918e-12,0.024061656811068984,8.892295939701803e-13,0.003381785841311586,0.22710692844991387,0.030013533414721648,0.022875563116821276,0.00018874221662945766
EEG Cp2,2.085290253569816e-10,1.3197936800176868e-10,0.6329064636245851,2.1667067035324507e-11,0.10390432218360286,1.1477651022747055e-11,0.055041023680508845,6.332180643294707e-12,0.030365943697548213,4.340297888671519e-13,0.0020813878937195177,0.21829499992770976,0.005408899602609942,0.002198333927016166,4.963900777697117e-05
EEG Cp6,3.973574963499818e-10,2.34158222332213e-10,0.5892885486825515,3.8365634281246177e-11,0.09655193279015116,1.8273390167794008e-11,0.04598727930301659,9.094312009111697e-12,0.022886977325581072,1.0111250623186285e-12,0.0025446230953399623,0.2195754216207575,0.05228724264833073,0.047029595707616084,0.00012416943821500688
EEG F10,5.791354876482434e-10,3.7230545610025594e-10,0.6428641726172161,7.231716162587586e-11,0.12487088629215555,2.521503886707741e-11,0.04353910165213805,1.518036757836502e-11,0.02621211772051742,9.596202807616725e-13,0.001656987529219637,0.1980464800864894,0.008815007015252218,0.0056310124175349245,6.933536914071282e-05
EKG EKG,2.686685215494973e-08,1.1345142712462236e-08,0.42227286795755486,2.7495226083886117e-09,0.10233884463022447,4.479795014038096e-09,0.16674059872000208,6.226294560168727e-09,0.2317463364989577,7.611067325998838e-11,0.0028328839128988308,0.0020051704702775796,0.052217313500132034,0.047601598734159374,9.813127206352338e-05
SPO2,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
HR,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
1,6.87041696198261e-09,1.920966434400006e-09,0.2795996873304279,1.7374659114266522e-09,0.25289089745802973,1.3701846743762787e-09,0.19943253545719034,1.3619888134030703e-09,0.19823961499565793,7.319735074198292e-12,0.0010653989582731268,0.02273860190612812,0.014648444831688683,0.012605167414137643,5.506049592615156e-05
2,7.039638822714289e-08,2.6312893423929708e-08,0.37378186703311844,1.1244407504419e-08,0.15972989222312783,1.4618320255653453e-08,0.20765724810320646,1.563149964365255e-08,0.2220497391601332,7.184784305465092e-11,0.001020618313866114,0.002670618985172246,0.004063523677264346,0.0023291640797891357,4.053078047556642e-05
EEG FP2,3.451487605445153e-10,2.210433041389025e-10,0.6404290827820998,3.448302520210074e-11,0.09990771847970556,1.1228333558417647e-11,0.032531866957029046,6.517358813142172e-12,0.01888275305656675,6.801034789363941e-13,0.0019704647870195037,0.24411562636900855,0.01642360287542442,0.01226891441585004,0.00010729850378056261
EEG P9,1.560794994843556e-08,1.5296676618029236e-10,0.009800567447080055,2.48819757312764e-11,0.0015941860278562983,1.248061234571701e-11,0.0007996317509313891,9.169947237592927e-12,0.0005875177244857876,2.0423946558486722e-12,0.00013085604852630813,0.004178817908435963,0.8440198512601776,0.8435301846553587,1.2245503230775144e-05
EEG P10,1.809132108236644e-08,1.539728451848127e-10,0.008510867972759026,2.4305789013272543e-11,0.0013435054799266887,1.2324918116197157e-11,0.0006812613661591701,8.882051120219374e-12,0.0004909564691147229,1.9468280376697394e-12,0.00010761115945077706,0.0037337887328930857,0.8521400710676861,0.8517255726943862,1.0176162207551136e-05
MK,1.913239503291477e-42,2.67129150996021e-75,1.3962138589364291e-33,7.847659525076273e-76,4.101765362661291e-34,4.156647325005263e-76,2.1725703017600765e-34,1.4452993918777353e-75,7.554200032935174e-34,1.7802360878689426e-75,9.304826106748687e-34,0.25,6.366382091318866e-33,1.3075042110294299e-34,6.006194923497606e-35
