sfreq,ch_a,ch_b,corr
512.0,EEG Cp1,64,0.9952096395767572
512.0,EEG Cp5,EEG F9,0.9969496250954577
512.0,EEG Cp5,EEG Fc2,0.9963955322561615
512.0,EEG Cp5,EEG Fc6,0.9965889726195947
512.0,EEG Cp5,EEG Cp2,0.9968040939476744
512.0,EEG Cp5,EEG Cp6,0.9969598537675585
512.0,EEG Cp5,EEG F10,0.9969576638509269
512.0,EEG Cp5,EEG P9,0.9970868638194005
512.0,EEG Cp5,EEG P10,0.9969865080847619
512.0,EEG Cp5,61,0.9966890485360718
512.0,EEG Cp5,62,0.9969157277834758
512.0,EEG Cp5,63,0.9967227042250724
512.0,EEG Cp5,64,0.9962118749037906
512.0,EEG F9,EEG Fc2,0.997148993595395
512.0,EEG F9,EEG Fc6,0.9966375827083845
512.0,EEG F9,EEG Cp2,0.9969827418130476
512.0,EEG F9,EEG Cp6,0.9964731807315094
512.0,EEG F9,EEG F10,0.9972527831053634
512.0,EEG F9,EEG P9,0.9965914682921209
512.0,EEG F9,EEG P10,0.9972249595791656
512.0,EEG F9,61,0.9969966749526759
512.0,EEG F9,62,0.9968300920484392
512.0,EEG F9,63,0.9969557202588195
512.0,EEG F9,64,0.9953262421510933
512.0,EEG Fc2,EEG Fc6,0.9967189925631853
512.0,EEG Fc2,EEG Cp2,0.9969016260276732
512.0,EEG Fc2,EEG Cp6,0.9960585734206491
512.0,EEG Fc2,EEG F10,0.9971271029646042
512.0,EEG Fc2,EEG P9,0.9961769586612987
512.0,EEG Fc2,EEG P10,0.9970142092850391
512.0,EEG Fc2,61,0.9971290199843699
512.0,EEG Fc2,62,0.9964141967283691
512.0,EEG Fc2,63,0.9970357615796315
512.0,EEG Fc2,64,0.9946036667624167
512.0,EEG Fc6,EEG Cp2,0.9966008468146029
512.0,EEG Fc6,EEG Cp6,0.9964487128216798
512.0,EEG Fc6,EEG F10,0.9966811351543311
512.0,EEG Fc6,EEG P9,0.9964965381948934
512.0,EEG Fc6,EEG P10,0.9969614397837872
512.0,EEG Fc6,61,0.9966509169310643
512.0,EEG Fc6,62,0.9967478934574784
512.0,EEG Fc6,63,0.9968694756122786
512.0,EEG Fc6,64,0.9955375134533595
512.0,EEG Cp2,EEG Cp6,0.9965414182894196
512.0,EEG Cp2,EEG F10,0.9971400103588348
512.0,EEG Cp2,EEG P9,0.9965834505790798
512.0,EEG Cp2,EEG P10,0.9970125371573904
512.0,EEG Cp2,61,0.997143734876621
512.0,EEG Cp2,62,0.9968058622336
512.0,EEG Cp2,63,0.9969651254039003
512.0,EEG Cp2,64,0.9953551068828713
512.0,EEG Cp6,EEG F10,0.9967067651774638
512.0,EEG Cp6,EEG P9,0.9968941185890446
512.0,EEG Cp6,EEG P10,0.9970949374575546
512.0,EEG Cp6,61,0.99654688227734
512.0,EEG Cp6,62,0.996997053766706
512.0,EEG Cp6,63,0.996446102362
512.0,EEG Cp6,64,0.9964746295953846
512.0,EEG F10,EEG P9,0.9968785043509986
512.0,EEG F10,EEG P10,0.9973410963751009
512.0,EEG F10,61,0.9971232743589934
512.0,EEG F10,62,0.9968585877259459
512.0,EEG F10,63,0.9972530473399327
512.0,EEG F10,64,0.9958552225131395
512.0,EKG EKG,B,0.9749612936138657
512.0,EKG EKG,C,0.9740718674301727
512.0,EKG EKG,D,0.9671734237445727
512.0,EEG P9,EEG P10,0.9971362463709452
512.0,EEG P9,61,0.9965800752652191
512.0,EEG P9,62,0.996979761005475
512.0,EEG P9,63,0.9968791416717225
512.0,EEG P9,64,0.9966527538883361
512.0,EEG P10,61,0.9971606881960117
512.0,EEG P10,62,0.9970316095688146
512.0,EEG P10,63,0.9974406255977633
512.0,EEG P10,64,0.996225935407146
512.0,B,C,0.964381791701672
512.0,B,D,0.9632061226527646
512.0,C,D,0.9613367459509725
512.0,61,62,0.9966014195471593
512.0,61,63,0.9972130307535988
512.0,61,64,0.995347985335997
512.0,62,63,0.9968217980019899
512.0,62,64,0.9963644699620738
512.0,63,64,0.9956612459427383
