sfreq,ch_a,ch_b,corr
512.0,EEG Cp5,EEG F9,0.999683719609921
512.0,EEG Cp5,EEG Fc2,0.9994045235685133
512.0,EEG Cp5,EEG Fc6,0.9997652707624562
512.0,EEG Cp5,EEG Cp2,0.9997364571268925
512.0,EEG Cp5,EEG Cp6,0.9998360355454671
512.0,EEG Cp5,EEG F10,0.9997567110606218
512.0,EEG Cp5,EEG P9,0.9997132478395471
512.0,EEG Cp5,EEG P10,0.9998294547727835
512.0,EEG Cp5,61,0.9998049800900545
512.0,EEG Cp5,62,0.9997810680626538
512.0,EEG Cp5,63,0.9998526777301282
512.0,EEG Cp5,64,0.9984332562229314
512.0,EEG F9,EEG Fc2,0.9996623038477391
512.0,EEG F9,EEG Fc6,0.9997559871708989
512.0,EEG F9,EEG Cp2,0.9998681788725081
512.0,EEG F9,EEG Cp6,0.9994441120811114
512.0,EEG F9,EEG F10,0.9998056175148989
512.0,EEG F9,EEG P9,0.99928490361665
512.0,EEG F9,EEG P10,0.9996011411829334
512.0,EEG F9,61,0.9998594564896496
512.0,EEG F9,62,0.9995458059284719
512.0,EEG F9,63,0.9997726053280652
512.0,EEG F9,64,0.9973700778712222
512.0,EEG Fc2,EEG Fc6,0.9997829351558648
512.0,EEG Fc2,EEG Cp2,0.9997576311203107
512.0,EEG Fc2,EEG Cp6,0.9989856300615962
512.0,EEG Fc2,EEG F10,0.9993411004761253
512.0,EEG Fc2,EEG P9,0.9986246399237191
512.0,EEG Fc2,EEG P10,0.9990400266398055
512.0,EEG Fc2,61,0.9995874659574249
512.0,EEG Fc2,62,0.9989542946744655
512.0,EEG Fc2,63,0.9993602832397945
512.0,EEG Fc2,64,0.9962164144694392
512.0,EEG Fc6,EEG Cp2,0.9998406673939284
512.0,EEG Fc6,EEG Cp6,0.99951676107746
512.0,EEG Fc6,EEG F10,0.999623772751102
512.0,EEG Fc6,EEG P9,0.9992621444411668
512.0,EEG Fc6,EEG P10,0.9995132259737237
512.0,EEG Fc6,61,0.9997758618078181
512.0,EEG Fc6,62,0.9994298830674289
512.0,EEG Fc6,63,0.99967912673256
512.0,EEG Fc6,64,0.9973955858682015
512.0,EEG Cp2,EEG Cp6,0.999480677792159
512.0,EEG Cp2,EEG F10,0.9997613434776559
512.0,EEG Cp2,EEG P9,0.9992692601526452
512.0,EEG Cp2,EEG P10,0.9995742825443423
512.0,EEG Cp2,61,0.9998659623117213
512.0,EEG Cp2,62,0.9995321836095263
512.0,EEG Cp2,63,0.999761211384781
512.0,EEG Cp2,64,0.9973569257259368
512.0,EEG Cp6,EEG F10,0.9996725769227857
512.0,EEG Cp6,EEG P9,0.9998541901415338
512.0,EEG Cp6,EEG P10,0.9998431692148853
512.0,EEG Cp6,61,0.9996332809982771
512.0,EEG Cp6,62,0.9998212960478602
512.0,EEG Cp6,63,0.9997581643281365
512.0,EEG Cp6,64,0.998957383078814
512.0,EEG F10,EEG P9,0.9996035922731573
512.0,EEG F10,EEG P10,0.9998051285362757
512.0,EEG F10,61,0.9998560856977025
512.0,EEG F10,62,0.999799262171143
512.0,EEG F10,63,0.9998523926406127
512.0,EEG F10,64,0.9981519188891551
512.0,EKG EKG,B,0.9166877336779653
512.0,EKG EKG,C,0.9134146193346905
512.0,EKG EKG,D,0.914277582646403
512.0,EEG P9,EEG P10,0.9998411254380365
512.0,EEG P9,61,0.9994933783066682
512.0,EEG P9,62,0.9998369400725236
512.0,EEG P9,63,0.9996911370190507
512.0,EEG P9,64,0.9992452009260442
512.0,EEG P10,61,0.9997494774226034
512.0,EEG P10,62,0.9998956514987988
512.0,EEG P10,63,0.9998725115226477
512.0,EEG P10,64,0.9988344980884467
512.0,B,C,0.9763656153663424
512.0,B,D,0.9769232416688817
512.0,C,D,0.9749395485259973
512.0,61,62,0.9997160073516473
512.0,61,63,0.9998653153127538
512.0,61,64,0.9978534537313597
512.0,62,63,0.999834893647262
512.0,62,64,0.9988756207262125
512.0,63,64,0.9983552523305715
