sfreq,ch_a,ch_b,corr
512.0,EEG Cp1,62,0.9425095383059156
512.0,EEG Cp1,63,0.9538399572657511
512.0,EEG Cp1,64,0.9447824993923506
512.0,EEG Cp5,EEG F9,0.9400939479872171
512.0,EEG Cp5,EEG Fc2,0.9377474078735535
512.0,EEG Cp5,EEG Fc6,0.9347959273844288
512.0,EEG Cp5,EEG Cp2,0.9409710108446542
512.0,EEG Cp5,EEG Cp6,0.9420671315829562
512.0,EEG Cp5,EEG F10,0.9419351076038354
512.0,EEG Cp5,EEG P9,0.9402998129929345
512.0,EEG Cp5,EEG P10,0.9453634426040387
512.0,EEG Cp5,61,0.9438245477910975
512.0,EEG Cp5,62,0.9429240178443244
512.0,EEG Cp5,63,0.9448187343578675
512.0,EEG Cp5,64,0.940877563794058
512.0,EEG F9,EEG Fc2,0.9437207946580769
512.0,EEG F9,EEG Fc6,0.9403054980230404
512.0,EEG F9,EEG Cp2,0.9463660120754321
512.0,EEG F9,EEG Cp6,0.9402962904497728
512.0,EEG F9,EEG F10,0.9441650600092909
512.0,EEG F9,EEG P9,0.939559861636622
512.0,EEG F9,EEG P10,0.9471728466276726
512.0,EEG F9,61,0.9469767439725596
512.0,EEG F9,62,0.9432962817772391
512.0,EEG F9,63,0.9474783942713952
512.0,EEG F9,64,0.9432220750164553
512.0,EEG Fz,EEG FP2,0.9517780809059729
512.0,EEG Fc2,EEG Fc6,0.942648570319624
512.0,EEG Fc2,EEG Cp2,0.9462695148786535
512.0,EEG Fc2,EEG Cp6,0.946539905101203
512.0,EEG Fc2,EEG F10,0.9447937834355371
512.0,EEG Fc2,EEG P9,0.9449527249995219
512.0,EEG Fc2,EEG P10,0.9498662624958437
512.0,EEG Fc2,61,0.9478940234790831
512.0,EEG Fc2,62,0.9467407949382578
512.0,EEG Fc2,63,0.9513844467855941
512.0,EEG Fc2,64,0.946008351905248
512.0,EEG Fc6,EEG Cp2,0.9435181627414179
512.0,EEG Fc6,EEG Cp6,0.9411938606452316
512.0,EEG Fc6,EEG F10,0.9418415961794969
512.0,EEG Fc6,EEG P9,0.9416670775229918
512.0,EEG Fc6,EEG P10,0.9470590743694959
512.0,EEG Fc6,61,0.9430717770727172
512.0,EEG Fc6,62,0.9423513782746322
512.0,EEG Fc6,63,0.9507603889474616
512.0,EEG Fc6,64,0.9413448171149025
512.0,EEG Cp2,EEG Cp6,0.943828524573946
512.0,EEG Cp2,EEG F10,0.9476116464031247
512.0,EEG Cp2,EEG P9,0.9451578778593793
512.0,EEG Cp2,EEG P10,0.9546935148935594
512.0,EEG Cp2,61,0.9519553223521813
512.0,EEG Cp2,62,0.9504137824182132
512.0,EEG Cp2,63,0.9522726099020816
512.0,EEG Cp2,64,0.946404953012219
512.0,EEG Cp6,EEG F10,0.9434430621312407
512.0,EEG Cp6,EEG P9,0.9406537531033595
512.0,EEG Cp6,EEG P10,0.9481871912227329
512.0,EEG Cp6,61,0.9453016273752917
512.0,EEG Cp6,62,0.9428968502110586
512.0,EEG Cp6,63,0.946011395351915
512.0,EEG Cp6,64,0.9424278985747815
512.0,EEG F10,EEG P9,0.9432959559156607
512.0,EEG F10,EEG P10,0.9529462579286043
512.0,EEG F10,61,0.949130242838201
512.0,EEG F10,62,0.9440987299354019
512.0,EEG F10,63,0.9492881732558395
512.0,EEG F10,64,0.9456845337213583
512.0,EEG P9,EEG P10,0.9482559753604416
512.0,EEG P9,61,0.9436308759090234
512.0,EEG P9,62,0.9465285665383378
512.0,EEG P9,63,0.9492551578998043
512.0,EEG P9,64,0.9445679583615959
512.0,EEG P10,61,0.9548262288806859
512.0,EEG P10,62,0.9498037355741696
512.0,EEG P10,63,0.9571844903875113
512.0,EEG P10,64,0.9516468510483517
512.0,B,C,0.957422002233998
512.0,B,D,0.9564638825078517
512.0,C,D,0.9536832859491772
512.0,61,62,0.9492180690051815
512.0,61,63,0.9542045850660507
512.0,61,64,0.9450206674011896
512.0,62,63,0.9495861436844482
512.0,62,64,0.9467688710284756
512.0,63,64,0.9492841360051562
