sfreq,ch_a,ch_b,corr
512.0,EEG T6,EEG Cp6,0.9503035332561879
512.0,EEG Fc2,EEG Cp2,0.9644080033308674
512.0,EEG Fc2,EEG Cp6,0.9378323815376238
512.0,EEG Cp2,EEG Cp6,0.9758648286525498
512.0,EEG P9,EEG P10,0.9901422174420087
512.0,EEG P9,61,0.9845029674949384
512.0,EEG P9,62,0.9871565725949313
512.0,EEG P9,63,0.9837416319181557
512.0,EEG P9,64,0.9847239770911966
512.0,EEG P10,61,0.9890138946380154
512.0,EEG P10,62,0.9898060432661735
512.0,EEG P10,63,0.9884780203612271
512.0,EEG P10,64,0.9884390327992281
512.0,61,62,0.9913453150949748
512.0,61,63,0.9921773649271903
512.0,61,64,0.9908796292031453
512.0,62,63,0.9916733273200373
512.0,62,64,0.9916121076477424
512.0,63,64,0.9914258700269084
